Data Uploaded; Data Downloaded; Upload Speed; Temperature #2; Download Speed; Used Space; Network Utilization; CPU Core #1; Fan #4; CPU Core #3; CPU Core #2; CPU Package; Memory Used; CPU Cores; Read Rate; Virtual Memory Available; +3V Standby; Fan #1; Temperature #3; Write Activity; CPU Core #4 Distance to TjMax; D3D Other; Bus Speed; CPU Core #4; CPU Core #2 Distance to TjMax; CPU Total; Memory; CPU Platform; D3D Shared Memory Free; Voltage #6; D3D Copy; Temperature #1; Voltage #4; Core Max; Voltage #3; D3D Overlay; D3D Video Processing; Voltage #2; Write Rate; Virtual Memory; Temperature; Core Average; Fan #3; CPU Core Max; Total Activity; Virtual Memory Used; D3D Video Decode; GPU Power; D3D Shared Memory Total; Voltage #5; Read Activity; CPU Core; CPU Core #3 Distance to TjMax; CMOS Battery; Temperature #4; CPU Core #1 Distance to TjMax; Memory Available; CPU Memory; D3D Shared Memory Used; Voltage #7; Voltage #1; Fan #2; D3D 3D; timestamp
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.803466796875; 50.0; 3124.803466796875; 77.0; 7.524782657623291; 9.42108154296875; 5.125594139099121; 16087.4111328125; 6.162654876708984; 3.6480000019073486; 50.0; 74.0; 0.015168555080890656; 27.0; 0.0; 100.80010986328125; 1.4886319637298584; 28.0; 24.06276512145996; 80.208740234375; 0.0; 4090.1640625; 2.24399995803833; 0.0; 10.0; 2.2079999446868896; 78.0; 2.2079999446868896; 0.0; 0.0; 1.1640000343322754; 36196.67578125; 70.993408203125; 40.0; 76.0; 50.0; 51.60382843017578; 0.05778777599334717; 15.083049774169922; 0.0; 2.136385917663574; 6013.80078125; 2.2320001125335693; 0.030857454985380173; 1.070556640625; 28.0; 3.384000062942505; 10.0; 33.0; 2.3246231079101562; 0.0; 1923.63671875; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4202916920185089; 2025-01-29 14:47:47.760024
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.802734375; 50.0; 3427.202880859375; 80.0; 8.137292861938477; 9.405460357666016; 5.6944899559021; 0.0; 6.162876129150391; 3.624000072479248; 50.0; 74.0; 0.0752950981259346; 24.0; 0.0; 100.80008697509766; 5.46804666519165; 25.0; 29.878902435302734; 80.07574462890625; 0.0; 4090.1640625; 2.2320001125335693; 0.0; 10.0; 2.196000099182129; 81.0; 2.2079999446868896; 0.0; 0.0; 1.1640000343322754; 69230.703125; 70.99237060546875; 40.0; 80.25; 50.0; 56.03741455078125; 0.3034280240535736; 15.082828521728516; 0.0; 2.1442513465881348; 6013.80078125; 2.2320001125335693; 0.0; 1.0704345703125; 25.0; 3.384000062942505; 10.0; 25.0; 2.3402442932128906; 0.0; 1923.63671875; 2.2799999713897705; 0.7440000176429749; 0.0; 0.4159480035305023; 2025-01-29 14:47:48.606811
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 2923.203125; 50.0; 2923.203125; 80.0; 8.049092292785645; 9.411209106445312; 5.636086940765381; 0.0; 6.160327911376953; 3.6480000019073486; 50.0; 72.0; 0.04689573124051094; 26.0; 0.0; 100.80010986328125; 2.965611219406128; 25.0; 25.966543197631836; 80.12468719482422; 0.0; 4090.1640625; 2.24399995803833; 0.0; 10.0; 2.2079999446868896; 80.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 74107.46875; 71.00436401367188; 40.0; 79.5; 50.0; 57.07520294189453; 0.09003821015357971; 15.085376739501953; 0.0; 2.1381258964538574; 6013.80078125; 2.2320001125335693; 0.0; 1.0257568359375; 26.0; 3.384000062942505; 10.0; 25.0; 2.3344955444335938; 0.0; 1923.63671875; 2.2799999713897705; 1.284000039100647; 0.0; 0.4208737313747406; 2025-01-29 14:47:49.465325
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.8037109375; 50.0; 3427.2041015625; 80.0; 8.104439735412598; 9.41292953491211; 5.694422245025635; 48350.07421875; 6.160076141357422; 3.6480000019073486; 50.0; 73.0; 0.1713683307170868; 24.0; 0.0; 100.80011749267578; 0.5622982978820801; 25.0; 24.99290657043457; 80.13933563232422; 0.0; 4090.1640625; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 81.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 321326.53125; 71.00554656982422; 40.0; 80.0; 50.0; 55.55124282836914; 0.5341445207595825; 15.085628509521484; 0.0; 2.13865065574646; 6013.80078125; 2.2320001125335693; 0.16531124711036682; 1.0662841796875; 25.0; 3.384000062942505; 10.0; 26.0; 2.332775115966797; 0.0; 1923.63671875; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4103970527648926; 2025-01-29 14:47:50.321457
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 2923.202880859375; 50.0; 3124.802978515625; 79.0; 7.993171691894531; 9.41396713256836; 5.5955891609191895; 0.0; 6.162776947021484; 3.6480000019073486; 50.0; 73.0; 0.04301132261753082; 23.0; 0.0; 100.80009460449219; 3.9354681968688965; 26.0; 26.17250633239746; 80.1481704711914; 0.0; 4090.1640625; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 82.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 20688.78515625; 70.99282836914062; 40.0; 79.75; 50.0; 59.02472686767578; 0.014286588877439499; 15.082927703857422; 0.0; 2.1324760913848877; 6013.80078125; 2.2320001125335693; 0.0; 1.1856689453125; 26.0; 3.384000062942505; 10.0; 26.0; 2.331737518310547; 0.0; 1919.015625; 2.2799999713897705; 1.2960000038146973; 0.0; 0.23423337936401367; 2025-01-29 14:47:51.165908
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.80322265625; 50.0; 2923.203125; 83.0; 7.982329845428467; 9.413093566894531; 5.579433917999268; 0.0; 6.16705322265625; 3.6480000019073486; 50.0; 73.0; 0.04288163781166077; 22.0; 0.0; 100.80010986328125; 9.518957138061523; 22.0; 26.273704528808594; 80.14073181152344; 0.0; 4094.78515625; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 83.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 114774.0703125; 70.97270202636719; 40.0; 83.0; 50.0; 42.892730712890625; 0.14445658028125763; 15.078651428222656; 0.0; 2.137685537338257; 6013.80078125; 2.2320001125335693; 0.0; 1.185791015625; 22.0; 3.384000062942505; 10.0; 22.0; 2.332611083984375; 0.0; 1919.015625; 2.2799999713897705; 1.284000039100647; 0.0; 0.4226017892360687; 2025-01-29 14:47:52.023747
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.80322265625; 50.0; 2923.203125; 83.0; 7.982329845428467; 9.413093566894531; 5.579433917999268; 0.0; 6.16705322265625; 3.6480000019073486; 50.0; 73.0; 0.04288163781166077; 22.0; 0.0; 100.80010986328125; 9.518957138061523; 22.0; 26.273704528808594; 80.14073181152344; 0.0; 4094.78515625; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 83.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 114774.0703125; 70.97270202636719; 40.0; 83.0; 50.0; 42.892730712890625; 0.14445658028125763; 15.078651428222656; 0.0; 2.137685537338257; 6013.80078125; 2.2320001125335693; 0.0; 1.185791015625; 22.0; 3.384000062942505; 10.0; 22.0; 2.332611083984375; 0.0; 1919.015625; 2.2799999713897705; 1.284000039100647; 0.0; 0.4226017892360687; 2025-01-29 14:47:52.878862
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3427.2041015625; 50.0; 3427.2041015625; 72.0; 7.54982852935791; 9.412891387939453; 5.1500067710876465; 16273.828125; 6.166591644287109; 3.6480000019073486; 50.0; 74.0; 0.040316227823495865; 27.0; 0.0; 100.80011749267578; 0.0; 33.0; 22.721994400024414; 80.13900756835938; 0.0; 4094.78515625; 2.24399995803833; 0.0; 10.0; 2.2079999446868896; 79.0; 2.2079999446868896; 0.0; 0.0; 1.1640000343322754; 53398.49609375; 70.9748764038086; 40.0; 75.25; 50.0; 54.61884689331055; 0.11688726395368576; 15.079113006591797; 0.0; 2.139845371246338; 6013.80078125; 2.2320001125335693; 0.056700900197029114; 1.07080078125; 26.0; 3.384000062942505; 10.0; 33.0; 2.332813262939453; 0.0; 1919.015625; 2.2799999713897705; 1.284000039100647; 0.0; 0.4168459475040436; 2025-01-29 14:47:53.736407
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 2923.203125; 50.0; 3124.80322265625; 81.0; 8.123819351196289; 9.41448974609375; 5.712682247161865; 0.0; 6.1630401611328125; 3.6480000019073486; 50.0; 73.0; 0.006002524401992559; 24.0; 0.0; 100.80010986328125; 3.6583900451660156; 24.0; 25.354755401611328; 80.15261840820312; 0.0; 4094.78515625; 2.24399995803833; 0.0; 10.0; 2.2079999446868896; 81.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 1012.1106567382812; 70.99159240722656; 40.0; 80.0; 50.0; 49.48051452636719; 0.0; 15.082664489746094; 0.0; 2.142360210418701; 6013.80078125; 2.2320001125335693; 0.0; 1.0679931640625; 24.0; 3.384000062942505; 10.0; 28.0; 2.3312149047851562; 0.0; 1919.015625; 2.2799999713897705; 1.284000039100647; 0.0; 0.4195042550563812; 2025-01-29 14:47:54.594787
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.802734375; 50.0; 3124.802734375; 81.0; 8.072328567504883; 9.414653778076172; 5.659435272216797; 0.0; 6.161350250244141; 3.6480000019073486; 50.0; 72.0; 0.04354596138000488; 24.0; 0.0; 100.80008697509766; 3.727388381958008; 24.0; 25.2349853515625; 80.15401458740234; 0.0; 4094.78515625; 2.2320001125335693; 0.0; 10.0; 2.196000099182129; 81.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 73549.8359375; 70.99954986572266; 40.0; 80.5; 50.0; 47.6023063659668; 0.18925437331199646; 15.084354400634766; 0.0; 2.141425848007202; 6013.80078125; 2.2320001125335693; 0.0; 1.07080078125; 24.0; 3.384000062942505; 10.0; 26.0; 2.3310508728027344; 0.0; 1919.015625; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4142950475215912; 2025-01-29 14:47:55.448255
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.8037109375; 50.0; 3124.8037109375; 80.0; 8.048310279846191; 9.415184020996094; 5.636751651763916; 16162.3017578125; 6.161415100097656; 3.624000072479248; 50.0; 73.0; 0.0533134900033474; 23.0; 0.0; 100.80011749267578; 2.992534637451172; 25.0; 26.483327865600586; 80.15853118896484; 0.0; 4094.78515625; 2.24399995803833; 0.0; 10.0; 2.2079999446868896; 82.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 68689.78125; 70.9992446899414; 40.0; 81.25; 50.0; 54.486907958984375; 0.17874713242053986; 15.08428955078125; 0.0; 2.140258550643921; 6013.80078125; 2.2320001125335693; 0.03385593742132187; 1.070068359375; 24.0; 3.384000062942505; 10.0; 23.0; 2.3305206298828125; 0.0; 1863.109375; 2.2799999713897705; 1.3079999685287476; 0.0; 0.2301178276538849; 2025-01-29 14:47:56.300128
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.803466796875; 50.0; 3124.803466796875; 80.0; 8.014785766601562; 9.415382385253906; 5.6016340255737305; 0.0; 6.161380767822266; 3.6480000019073486; 50.0; 74.0; 0.013089733198285103; 22.0; 0.0; 100.80010986328125; 3.6024630069732666; 25.0; 25.64116096496582; 80.16021728515625; 0.0; 4150.69140625; 2.24399995803833; 0.0; 10.0; 2.2079999446868896; 83.0; 2.2079999446868896; 0.0; 0.0; 1.1640000343322754; 24236.353515625; 70.99940490722656; 40.0; 81.0; 50.0; 45.19802474975586; 0.06023053079843521; 15.08432388305664; 0.0; 2.142852544784546; 6013.80078125; 2.2320001125335693; 0.0; 1.020263671875; 25.0; 3.384000062942505; 10.0; 24.0; 2.330322265625; 0.0; 1863.109375; 2.2799999713897705; 1.284000039100647; 0.0; 0.41235125064849854; 2025-01-29 14:47:57.191094
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.80322265625; 50.0; 3427.20361328125; 80.0; 7.883467674255371; 9.412418365478516; 5.476773262023926; 0.0; 6.164386749267578; 3.624000072479248; 50.0; 75.0; 0.01866528019309044; 22.0; 0.0; 100.80010986328125; 1.0734736919403076; 25.0; 24.87744140625; 80.13497924804688; 0.0; 4150.69140625; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 83.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 49186.546875; 70.98526000976562; 40.0; 80.5; 50.0; 52.05731201171875; 0.007005734834820032; 15.081317901611328; 0.0; 2.1428062915802; 6013.80078125; 2.2320001125335693; 0.0; 1.094970703125; 25.0; 3.384000062942505; 10.0; 26.0; 2.3332862854003906; 0.0; 1863.109375; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4309427738189697; 2025-01-29 14:47:58.041560
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.80322265625; 50.0; 3427.20361328125; 80.0; 7.883467674255371; 9.412418365478516; 5.476773262023926; 0.0; 6.164386749267578; 3.624000072479248; 50.0; 75.0; 0.01866528019309044; 22.0; 0.0; 100.80010986328125; 1.0734736919403076; 25.0; 24.87744140625; 80.13497924804688; 0.0; 4150.69140625; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 83.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 49186.546875; 70.98526000976562; 40.0; 80.5; 50.0; 52.05731201171875; 0.007005734834820032; 15.081317901611328; 0.0; 2.1428062915802; 6013.80078125; 2.2320001125335693; 0.0; 1.094970703125; 25.0; 3.384000062942505; 10.0; 26.0; 2.3332862854003906; 0.0; 1863.109375; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4309427738189697; 2025-01-29 14:47:58.933793
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3427.20361328125; 50.0; 3124.803466796875; 72.0; 7.926907539367676; 9.446731567382812; 5.4969353675842285; 0.0; 6.161487579345703; 3.624000072479248; 50.0; 75.0; 0.04870392754673958; 26.0; 0.0; 100.80010986328125; 10.787028312683105; 33.0; 28.892887115478516; 80.42711639404297; 0.0; 4150.69140625; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 79.0; 2.2079999446868896; 0.0; 0.0; 1.1759999990463257; 198137.40625; 70.9989013671875; 40.0; 75.5; 50.0; 45.0007209777832; 0.08790293335914612; 15.084217071533203; 0.0; 2.1449601650238037; 6013.80078125; 2.2320001125335693; 0.0; 1.185302734375; 26.0; 3.384000062942505; 10.0; 33.0; 2.2989730834960938; 0.0; 1863.109375; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4252018332481384; 2025-01-29 14:47:59.796504
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.80322265625; 50.0; 3124.80322265625; 81.0; 8.245767593383789; 9.446884155273438; 5.809570789337158; 96535.9375; 6.159320831298828; 3.624000072479248; 50.0; 74.0; 0.38540250062942505; 23.0; 0.0; 100.80010223388672; 8.648193359375; 24.0; 27.32770538330078; 80.42841339111328; 0.0; 4150.69140625; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 84.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 155362.515625; 71.00910186767578; 40.0; 81.75; 50.0; 45.368839263916016; 0.3077465295791626; 15.086383819580078; 0.0; 2.1518239974975586; 6013.80078125; 2.2320001125335693; 0.16369810700416565; 1.018310546875; 21.0; 3.384000062942505; 10.0; 25.0; 2.2988204956054688; 0.0; 1863.140625; 2.2799999713897705; 1.2960000038146973; 0.0; 1.178037166595459; 2025-01-29 14:48:00.664652
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.802978515625; 50.0; 3124.802978515625; 79.0; 8.17726993560791; 9.457393646240234; 5.744997501373291; 32893.80859375; 6.159320831298828; 3.624000072479248; 50.0; 73.0; 0.4223039746284485; 24.0; 0.0; 100.80009460449219; 7.150631904602051; 26.0; 27.47837257385254; 80.51789093017578; 0.0; 4150.66015625; 2.24399995803833; 0.0; 10.0; 2.2079999446868896; 81.0; 2.2079999446868896; 0.0; 0.0; 1.1640000343322754; 566904.25; 71.00910186767578; 40.0; 79.5; 50.0; 49.13979721069336; 0.319383829832077; 15.086383819580078; 0.0; 2.1498284339904785; 6013.80078125; 2.2320001125335693; 0.09412424266338348; 1.0257568359375; 26.0; 3.384000062942505; 10.0; 26.0; 2.288311004638672; 0.0; 1863.140625; 2.2799999713897705; 1.284000039100647; 0.0; 0.870272696018219; 2025-01-29 14:48:01.524415
